idx,type,first,second,third,fourth,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
2531,INTP,I,N,T,P,0.05157840262204588,0.008452647921338624,0.017595307917888565,0.026392961876832845,0.0855614973262032,0.015697774711057443,0.018802829049508366,0.03674314300500259,0.0457132999827497,0.0015525271692254615,0.010177678109366914,0.033638088666551665,0.022080386406762118,0.04467828186993272,0.05796101431775056,0.013800241504226323,0.0008625150940141452,0.0391581852682422,0.042953251681904434,0.06744868035190615,0.024322925651198896,0.008107641883732966,0.01259272037260652,0.0015525271692254615,0.015180265654648957,0.0006900120752113162
2532,INTJ,I,N,T,J,0.05879274249825541,0.011863224005582694,0.01988834612700628,0.024947662247034194,0.0811235170969993,0.01360781577110956,0.01674808094905792,0.03506629448709002,0.049720865317515704,0.00052337752965806,0.006629448709002094,0.03279832519190509,0.022330774598743892,0.04640614096301465,0.06385205861828332,0.013258897418004187,0.00017445917655268666,0.037334263782274946,0.04309141660851361,0.06960921144452198,0.021458478715980462,0.00889741800418702,0.013782274947662248,0.0013956734124214933,0.018667131891137473,0.00052337752965806
2533,ENTP,E,N,T,P,0.05798874480058723,0.012233912405187179,0.02397846831416687,0.024467824810374357,0.08074382187423539,0.013701981893809641,0.016882799119158305,0.03327624174210913,0.04061658918522144,0.002936138977244923,0.010031808172253487,0.027648642035723023,0.018595546855884514,0.045510154147296304,0.05456324932713482,0.014680694886224614,0.0007340347443112308,0.03205285050159041,0.0437974064105701,0.06973330070956692,0.022021042329336923,0.008074382187423538,0.021531685833129435,0.0007340347443112308,0.018840225103988254,0.00024467824810374357
2534,INFP,I,N,F,P,0.05555555555555555,0.012232415902140673,0.019877675840978593,0.027013251783893986,0.0764525993883792,0.0127420998980632,0.017329255861365953,0.02599388379204893,0.04841997961264016,0.003567787971457696,0.0061162079510703364,0.027013251783893986,0.01783893985728848,0.05147808358817533,0.06574923547400612,0.016819571865443424,0.0005096839959225281,0.034658511722731905,0.0417940876656473,0.06320081549439348,0.027013251783893986,0.008664627930682976,0.011213047910295617,0.0020387359836901123,0.019367991845056064,0.0010193679918450561
2535,ENTP,E,N,T,P,0.05895422900311065,0.011109465264405273,0.019700785068878686,0.025922085616945638,0.08280254777070063,0.014368241741964154,0.01422011553843875,0.032439638572063396,0.04977040438453562,0.0017775144423048438,0.007554436379795586,0.03155088135091098,0.022959561546437565,0.05332543326914531,0.054658569100873945,0.009183824618575026,0.0005925048141016146,0.036735298474300106,0.04399348244704488,0.06695304399348245,0.02147829951118353,0.006961931565693971,0.012590727299659309,0.0008887572211524219,0.015256998963116575,0.0008887572211524219
2536,INFP,I,N,F,P,0.05317919075144509,0.012716763005780347,0.013744380218368657,0.02453436095054592,0.08593448940269749,0.014129736673089274,0.017212588310854208,0.029800899165061016,0.0472703917790623,0.0012845215157353885,0.008477842003853564,0.03121387283236994,0.019524727039177906,0.05138086062941554,0.05831727681438664,0.011946050096339113,0.0007707129094412332,0.035838150289017344,0.04521515735388568,0.06525369299935774,0.02607578676942839,0.007707129094412331,0.015157353885677585,0.0019267822736030828,0.025305073859987155,0.0010276172125883109
2537,INTJ,I,N,T,J,0.06063114330056906,0.009518882565959648,0.013864459389549923,0.03031557165028453,0.09218830832902225,0.015519917227108122,0.01562338334195551,0.045938954992240044,0.05307811691670978,0.0024831867563372997,0.008794619762027936,0.027004655975168133,0.02669425763062597,0.04480082772891878,0.05463010863942059,0.01107087428867046,0.0,0.029073978272115882,0.04583548887739265,0.07439213657527159,0.018416968442834972,0.006207966890843249,0.01976202793585101,0.0010346611484738748,0.02017589239524056,0.00010346611484738747
2538,INFP,I,N,F,P,0.05782440364680904,0.011614837017609592,0.018358935931060322,0.025727488447608342,0.0784313725490196,0.012489072061945798,0.010365929811415013,0.03459472961158986,0.04595978518796053,0.0009991257649556637,0.006369426751592357,0.02335456475583864,0.0211065317846884,0.04620956662919945,0.05270388410141127,0.011989509179467965,0.0003746721618583739,0.03634319970026227,0.047208692394155115,0.056825277881853375,0.018983389534157614,0.007618333957786936,0.016235793680529537,0.0012489072061945797,0.01773448232796303,0.0011240164855751218
2539,ISFJ,I,S,F,J,0.05779780564263323,0.012343260188087775,0.020963949843260186,0.024882445141065832,0.09717868338557993,0.017045454545454544,0.01743730407523511,0.030564263322884012,0.05505485893416928,0.0007836990595611285,0.00646551724137931,0.027037617554858933,0.023706896551724137,0.05231191222570533,0.060148902821316616,0.01293103448275862,0.00039184952978056425,0.03957680250783699,0.04721786833855799,0.06896551724137931,0.02292319749216301,0.008228840125391849,0.013910658307210031,0.001959247648902821,0.016065830721003135,0.00019592476489028212
2540,ENFP,E,N,F,P,0.05713373763166294,0.011171401212894989,0.015639961698052984,0.024417491222470476,0.08841366102776892,0.012288541334184487,0.017395467602936483,0.033514203638684965,0.04420683051388446,0.0012767315671879987,0.006702840727736993,0.03750398978614746,0.018353016278327482,0.05090967124162145,0.057931694861155444,0.013405681455473986,0.0003191828917969997,0.03925949569103096,0.04436642195978296,0.06096393233322694,0.02122566230450048,0.011171401212894989,0.015799553143951484,0.0015959144589849984,0.022661985317586977,0.0003191828917969997
2541,INFP,I,N,F,P,0.054177545691906005,0.011227154046997388,0.01866840731070496,0.02402088772845953,0.0818537859007833,0.015404699738903394,0.014882506527415143,0.030548302872062665,0.044386422976501305,0.0018276762402088772,0.009007832898172323,0.028720626631853787,0.022323759791122715,0.04295039164490862,0.05691906005221932,0.01762402088772846,0.0006527415143603133,0.03446475195822454,0.038903394255874676,0.06762402088772845,0.02454308093994778,0.010182767624020888,0.015535248041775456,0.0019582245430809398,0.017362924281984334,0.0013054830287206266
2542,ENTP,E,N,T,P,0.057974388824214206,0.012805587892898719,0.013969732246798603,0.02770663562281723,0.09243306169965075,0.014435389988358556,0.01629802095459837,0.035157159487776486,0.044935972060535505,0.0009313154831199069,0.005820721769499418,0.02607683352735739,0.021187427240977882,0.04726426076833527,0.056344586728754364,0.011874272409778813,0.0,0.039813736903376015,0.04447031431897555,0.05960419091967404,0.02421420256111758,0.012572759022118742,0.01629802095459837,0.002561117578579744,0.017927823050058207,0.0
2543,INTJ,I,N,T,J,0.059231590181430094,0.01056563500533618,0.017502668089647812,0.025613660618996798,0.09028815368196372,0.013767342582710779,0.014941302027748132,0.0368196371398079,0.048345784418356456,0.0008537886872998933,0.008217716115261472,0.026040554962646744,0.022411953041622197,0.050586979722518674,0.052294557097118465,0.012379935965848453,0.0007470651013874066,0.038100320170757734,0.04471718249733191,0.06712913553895411,0.019530416221985057,0.008324439701173959,0.015474919957310566,0.0012806830309498398,0.01824973319103522,0.00032017075773745996
2544,ENTP,E,N,T,P,0.050360673256745925,0.010686615014694095,0.020571733903286135,0.024044883783061716,0.08709591236975688,0.015228426395939087,0.014293347582153353,0.0336628372962864,0.048223350253807105,0.001469409564520438,0.007881378573336895,0.029922522041143467,0.020972481966337164,0.05236441357200107,0.06024579214533796,0.01228960726689821,0.0005343307507347048,0.035666577611541544,0.04501736574939888,0.06812717071867486,0.023644135720010687,0.007881378573336895,0.014293347582153353,0.0021373230029388193,0.018701576275714667,0.0010686615014694097
2545,ESFP,E,S,F,P,0.062466439949883656,0.010023268301413996,0.009665294433506354,0.02219437981027385,0.07803830320386612,0.013781993914444245,0.01431895471630571,0.03669232146053338,0.0393771254698407,0.0010739216037229282,0.011455163773044568,0.035439412922856635,0.02237336674422767,0.049042419903347054,0.05602291032754609,0.012708072310721318,0.0005369608018614641,0.027742974762842314,0.04456774655450152,0.06729908716663684,0.019867549668874173,0.0051906210846608195,0.01700375872561303,0.0005369608018614641,0.025237157687488812,0.0010739216037229282
2546,ISTP,I,S,T,P,0.05675818373812038,0.010559662090813094,0.019535374868004225,0.02481520591341077,0.09226504751847941,0.016235480464625134,0.014783526927138331,0.03656282998944034,0.04527455121436114,0.001187961985216473,0.008315733896515312,0.03286694825765576,0.023231256599788808,0.05055438225976769,0.0617740232312566,0.013727560718057022,0.00026399155227032733,0.03656282998944034,0.04751847940865892,0.06665786694825765,0.01979936642027455,0.00897571277719113,0.01333157338965153,0.0015839493136219642,0.020591341077085535,0.0009239704329461457
2547,ESTP,E,S,T,P,0.059247513334294365,0.01153236269280669,0.014992071500648695,0.029263370332996974,0.09096151073951275,0.012973908029407524,0.01556868963528903,0.036615251549661235,0.043102205564365,0.0015856998702609196,0.010234971889865937,0.029695833933977223,0.021334870981692376,0.048147614242467926,0.05160732305030993,0.012108980827447022,0.0007207726683004181,0.03618278794868099,0.03791264235260199,0.059247513334294365,0.02032578924607179,0.00720772668300418,0.018595934842150785,0.0020181634712411706,0.02306472538561338,0.0008649272019605016
2548,ENFP,E,N,F,P,0.05874479476502082,0.009071980963712076,0.01814396192742415,0.024985127900059488,0.08521713265913147,0.011600237953599048,0.016508030933967875,0.0362879238548483,0.04848304580606782,0.002082093991671624,0.007287328970850684,0.03509815585960738,0.018441403926234383,0.052647233789411066,0.057108863771564544,0.011748958953004164,0.000297441998810232,0.03361094586555621,0.047144556811421774,0.07287328970850684,0.02558001189767995,0.008328375966686495,0.015615704937537181,0.002825698988697204,0.021415823914336704,0.000594883997620464
2549,ENFP,E,N,F,P,0.057951341756291117,0.01169468518325154,0.014931606975044377,0.02537329017437611,0.08029654380286103,0.012634436671191396,0.014722773311057742,0.039573979325467266,0.04938916153283909,0.0009397514879398559,0.007518011903518847,0.03111621593400856,0.01681110995092409,0.05032891302077895,0.06003967839615746,0.01169468518325154,0.0007309178239532213,0.03905189516550068,0.044585987261146494,0.06588702098778323,0.026835125822282552,0.007935679231492116,0.012530019839198079,0.0013574188159131252,0.026313041662315965,0.00020883366398663465
2550,INTJ,I,N,T,J,0.051090181912011354,0.0095471552057799,0.01741710747000387,0.026835247064894853,0.09018191201135338,0.015223842084892272,0.015610888917559025,0.03418913688556315,0.046832666752677075,0.0015481873306670106,0.00799896787511289,0.033027996387562895,0.0212875757966714,0.050574119468455685,0.05883111856534641,0.013933685976003096,0.0005160624435556702,0.033157011998451814,0.047219713585343825,0.07302283576312733,0.02102954457489356,0.009289123984002064,0.013675654754225261,0.0025803122177783513,0.019352341633337634,0.00012901561088891756
2551,ENTJ,E,N,T,J,0.0581273014203051,0.010520778537611783,0.016833245660178853,0.02432930036822725,0.08337716991057338,0.01407154129405576,0.017622304050499738,0.038137822198842715,0.04681746449237244,0.002367175170962651,0.0052603892688058915,0.02472382956338769,0.01854287217254077,0.052998421883219356,0.05970541820094687,0.012493424513413993,0.0010520778537611783,0.03721725407680168,0.046291425565491845,0.07193582325092057,0.021962125197264596,0.010126249342451342,0.013808521830615466,0.002761704366123093,0.015912677538137823,0.0005260389268805891
2552,INTP,I,N,T,P,0.05298683766452919,0.010687366407919901,0.01777477781527731,0.02632467094161323,0.08943638204522443,0.015299808752390596,0.014962312971087861,0.0376870289121386,0.05444931938350771,0.001237484531443357,0.0075374057824277195,0.030937113286083923,0.020587242659466758,0.05579930250871864,0.061649229384632694,0.01282483968950388,0.0006749915626054674,0.040161997975025315,0.04668691641354483,0.07391157610529868,0.02249971875351558,0.008662391720103498,0.01394982562717966,0.0017999775002812465,0.015749803127460906,0.0010124873439082012
2553,ENTP,E,N,T,P,0.05963464938126105,0.010489098408956983,0.015085444902769593,0.025338833235120803,0.09228049499116087,0.016263995285798468,0.014614024749558044,0.04054213317619328,0.048202710665880964,0.0015321154979375368,0.006128461991750147,0.030288744843842075,0.01885680612846199,0.05020624631703005,0.059870359457866826,0.009074837949322333,0.0008249852681202121,0.038774307601649974,0.04395992928697702,0.07248084855627578,0.019328226281673543,0.010842663523865646,0.017324690630524456,0.0017678255745433118,0.020624631703005304,0.00035356511490866236
2554,INFJ,I,N,F,J,0.05791034362462934,0.009942438513867086,0.01936159079016222,0.020931449502878074,0.08703994418280132,0.014652014652014652,0.0141287284144427,0.03663003663003663,0.04011861154718298,0.0008721437292865864,0.0040118611547182974,0.030001744287458575,0.017617303331589045,0.04116518402232688,0.05668934240362812,0.01726844583987441,0.0008721437292865864,0.03767660910518053,0.03942089656375371,0.0746555032269318,0.024768881911739055,0.009942438513867086,0.024768881911739055,0.0020931449502878076,0.020757020757020756,0.001221001221001221
2555,ENTJ,E,N,T,J,0.05566037735849057,0.012264150943396227,0.020440251572327043,0.027672955974842768,0.07987421383647798,0.012264150943396227,0.015880503144654088,0.03883647798742138,0.04764150943396227,0.0015723270440251573,0.010377358490566037,0.03537735849056604,0.014779874213836478,0.04764150943396227,0.06242138364779874,0.0139937106918239,0.00031446540880503143,0.03459119496855346,0.04229559748427673,0.0680817610062893,0.029716981132075472,0.006132075471698114,0.01761006289308176,0.0015723270440251573,0.02389937106918239,0.0007861635220125787
2556,INFJ,I,N,F,J,0.0561516452074392,0.0075107296137339056,0.014663805436337626,0.0203862660944206,0.08869814020028613,0.013948497854077254,0.018240343347639486,0.03755364806866953,0.04721030042918455,0.00178826895565093,0.006437768240343348,0.03755364806866953,0.017167381974248927,0.05114449213161659,0.05686695278969957,0.01430615164520744,0.000715307582260372,0.033977110157367665,0.05543633762517883,0.06223175965665236,0.02503576537911302,0.00894134477825465,0.013233190271816882,0.000357653791130186,0.015379113018597998,0.000715307582260372
2557,ISTJ,I,S,T,J,0.053749680061428204,0.012541592014333249,0.01919631430765293,0.02188379831072434,0.09227028410545175,0.014717174302533914,0.01881238802149987,0.030970053749680062,0.050166368057332995,0.001279754287176862,0.009214230867673407,0.03135398003583312,0.022011773739442027,0.051958024059380596,0.06501151778858459,0.013053493729203993,0.0003839262861530586,0.03839262861530586,0.04760685948297927,0.0705144612234451,0.022139749168159712,0.006910673150755055,0.01714870744816995,0.0008958280010238034,0.019068338878935245,0.0005119017148707448
2558,INFP,I,N,F,P,0.05678485737136763,0.011330311916822182,0.012263396427619302,0.02346041055718475,0.09117568648360437,0.016928818981604907,0.018661690215942415,0.02785923753665689,0.046387629965342576,0.00173287123433751,0.009464142895227939,0.03745667821914156,0.021327645961077047,0.044654758731005065,0.05771794188216475,0.016129032258064516,0.0006664889362836577,0.03892295387896561,0.044788056518261794,0.06984804052252733,0.026526259664089575,0.009330845107971207,0.013729672087443348,0.0019994668088509733,0.019328179152226073,0.0021327645961077045
2559,ENFJ,E,N,F,J,0.05426161399974821,0.012212010575349364,0.011960216542867934,0.023039153972050863,0.08309203071887196,0.015485332997607957,0.01410046581896009,0.03374040035251165,0.045071131814176005,0.0016366612111292963,0.008309203071887197,0.032985018255067354,0.018884552436107264,0.04620420496034244,0.05073649754500818,0.01309328968903437,0.0005035880649628604,0.0333627093037895,0.03915397205086239,0.07251668135465189,0.024046330101976585,0.00642074782827647,0.015359435981367242,0.001384867178647866,0.020898904695958707,0.0008812791136850056
2560,INFP,I,N,F,P,0.049571673329525986,0.01222158766419189,0.018046830382638494,0.02444317532838378,0.09137635636778983,0.015533980582524271,0.017018846373500856,0.0355225585379783,0.049229011993146776,0.0010279840091376355,0.006510565391205026,0.03472301541976014,0.020902341519131926,0.051284980011422045,0.06396344945745289,0.01690462592804112,0.0007995431182181611,0.03575099942889777,0.04191890348372359,0.07173043974871501,0.025928041119360364,0.00799543118218161,0.015762421473443745,0.0017133066818960593,0.01953169617361508,0.0001142204454597373
2561,INTP,I,N,T,P,0.054261645193260655,0.010530227948463826,0.01598116947472745,0.024281466798810703,0.08981665014866204,0.011521308225966304,0.01598116947472745,0.03270564915758176,0.048191278493557976,0.0014866204162537165,0.006689791873141724,0.028741328047571853,0.022299306243805748,0.046456888007928646,0.05847373637264618,0.013751238850346879,0.0006194251734390486,0.040262636273538155,0.04707631318136769,0.06677403369672943,0.02589197224975223,0.00879583746283449,0.012140733399405352,0.0016105054509415262,0.018706640237859267,0.00037165510406342913
2562,INFP,I,N,F,P,0.052522255192878335,0.012908011869436202,0.013501483679525222,0.02373887240356083,0.09272997032640949,0.018397626112759646,0.017359050445103857,0.0327893175074184,0.04169139465875371,0.002225519287833828,0.010385756676557863,0.037388724035608306,0.01943620178041543,0.049851632047477744,0.055341246290801185,0.014688427299703264,0.0002967359050445104,0.03768545994065282,0.044807121661721065,0.060237388724035605,0.024480712166172106,0.009792284866468843,0.01112759643916914,0.000741839762611276,0.021364985163204748,0.0005934718100890207
2563,INTJ,I,N,T,J,0.052256108435883714,0.014267879436418763,0.022115213126449082,0.021045122168717675,0.07918673087212413,0.009630818619582664,0.013911182450508293,0.03263777421080792,0.04458712323880863,0.0017834849295523454,0.008739076154806492,0.02871410736579276,0.01890494025325486,0.0444087747458534,0.0599250936329588,0.017478152309612985,0.001070090957731407,0.03691813804173355,0.03780988050650972,0.06723738184412342,0.027822364901016586,0.011235955056179775,0.024968789013732832,0.0012484394506866417,0.021580167647583377,0.0014267879436418763
2564,INTP,I,N,T,P,0.05136870564379858,0.010363861664976907,0.017010251210994705,0.02207953137321167,0.09034583755773347,0.012053621719049229,0.014193984454207503,0.03289399571927453,0.046862678832939056,0.0015771093838008337,0.006308437535203335,0.02568435282189929,0.018362059254252563,0.04900304156809733,0.049678945589726256,0.011603019037963276,0.001013856032443393,0.03525965979497578,0.04483496676805227,0.06297172468176186,0.02331868874619804,0.00777289624873268,0.014306635124478991,0.0024783147459727386,0.022530134054297622,0.0003379520108144643
2565,INTJ,I,N,T,J,0.05728539480474798,0.012214003096507827,0.015998623774298986,0.030104937209702393,0.08979872699122655,0.010149664544985377,0.013762257010149664,0.03457767073800103,0.05281266127644934,0.000860141063134354,0.009633579907104764,0.03801823499053845,0.0276965422329262,0.05264063306382247,0.05315671770170308,0.013762257010149664,0.0001720282126268708,0.031137106485463615,0.047995871322896955,0.06949939790125581,0.018579046963702047,0.0082573542060898,0.013418200584895923,0.0015482539136418372,0.020815413727851367,0.0012041974883880955
2566,INFP,I,N,F,P,0.05791294846111819,0.011291203788016754,0.020214897104352578,0.023857220906938627,0.07430340557275542,0.014751411400473502,0.020579129484611183,0.03788016754689492,0.045893279912584226,0.0034602076124567475,0.011655436168275359,0.028774358040429795,0.02640684756874886,0.04206883991986888,0.05226734656710982,0.01966854853396467,0.0007284647605172099,0.03205244946275724,0.04097614277909306,0.06829357129848844,0.020761245674740483,0.00874157712620652,0.015479876160990712,0.0007284647605172099,0.021853942815516298,0.0012748133309051174
2567,INFP,I,N,F,P,0.056164901664145235,0.01077912254160363,0.015506807866868382,0.02477307110438729,0.08736762481089258,0.01059001512859304,0.012291981845688351,0.040658093797276855,0.050491679273827535,0.0005673222390317701,0.007375189107413011,0.030824508320726172,0.023071104387291982,0.046331316187594555,0.052004538577912256,0.01399394856278366,0.0005673222390317701,0.038577912254160365,0.04254916792738275,0.06524205748865355,0.02326021180030257,0.007564296520423601,0.016452344931921332,0.0022692889561270802,0.016830559757942513,0.0015128593040847202
2568,INFJ,I,N,F,J,0.05972159856308936,0.012123933542882801,0.01661427929950606,0.021329142343960484,0.08441850022451729,0.011450381679389313,0.016052986079928156,0.036708576560395154,0.045464750785810505,0.0016838796587337224,0.009429726088908847,0.02986079928154468,0.022563987427031883,0.04703637180062865,0.05983385720700494,0.011562640323304894,0.0003367759317467445,0.03603502469690166,0.045913785361472836,0.07251908396946564,0.022002694207453974,0.007745846430175124,0.013807813201616524,0.0014593623709025594,0.02076784912438258,0.0005612932195779075
2569,INTJ,I,N,T,J,0.05651672433679354,0.011072664359861591,0.0209919261822376,0.02422145328719723,0.08500576701268743,0.01707035755478662,0.01510957324106113,0.030680507497116493,0.05651672433679354,0.0010380622837370243,0.00657439446366782,0.03033448673587082,0.020184544405997693,0.05317185697808535,0.0657439446366782,0.014763552479815456,0.0008073817762399078,0.04002306805074971,0.04728950403690888,0.06528258362168397,0.025259515570934254,0.00784313725490196,0.011418685121107266,0.0017301038062283738,0.021337946943483274,0.00034602076124567473
2570,INFP,I,N,F,P,0.05279119397955745,0.009210378524093002,0.016398966640458274,0.02122879928114119,0.08817252611479276,0.01606200157250365,0.01729754015500393,0.03493204537796248,0.04661350106705605,0.0017971470290913175,0.007413231495001685,0.02796810064023363,0.025721666853869483,0.047287431202965295,0.05762102662024037,0.013815567786139503,0.000336965067954622,0.03953723464000899,0.04605189262046501,0.06784230034819724,0.02280130293159609,0.0077501965629563066,0.012804672582275637,0.001347860271818488,0.01898236549477704,0.00022464337863641469
2571,INTP,I,N,T,P,0.05427473583093179,0.010406660262568044,0.018091578610310598,0.023054755043227664,0.08869676593019532,0.01601024655779699,0.01633045148895293,0.03218059558117195,0.04915145693243676,0.001440922190201729,0.007845020813320525,0.027857829010566763,0.021773935318603905,0.05091258405379443,0.058277297470381045,0.012487992315081652,0.001280819724623759,0.03922510406660262,0.05155299391610631,0.06356067883445406,0.019372398334934357,0.009285943003522255,0.013128402177393531,0.002241434518091579,0.021934037784181876,0.0011207172590457894
2572,INFJ,I,N,F,J,0.05284691442209342,0.010569382884418685,0.015001704739174906,0.024548244118649847,0.09103307193999319,0.01341061484259575,0.015683600409137403,0.03704966473462894,0.04636890555744971,0.0017047391749062393,0.010228435049437436,0.030230708035003977,0.022047959995454027,0.04852824184566428,0.06023411751335379,0.01386521195590408,0.00022729855665416524,0.04080009091942266,0.04523241277417889,0.06716672349130583,0.021479713603818614,0.007500852369587453,0.015001704739174906,0.0013637913399249914,0.018411183088987385,0.00011364927832708262
2573,INTP,I,N,T,P,0.050203252032520324,0.00853658536585366,0.018292682926829267,0.018902439024390243,0.09146341463414634,0.019308943089430895,0.018292682926829267,0.03048780487804878,0.043292682926829265,0.0016260162601626016,0.0065040650406504065,0.030691056910569104,0.024796747967479674,0.05040650406504065,0.056910569105691054,0.01056910569105691,0.0002032520325203252,0.034552845528455285,0.04065040650406504,0.05752032520325203,0.018902439024390243,0.012601626016260163,0.013821138211382113,0.0014227642276422765,0.01788617886178862,0.0004065040650406504
2574,ISFP,I,S,F,P,0.050684931506849315,0.009246575342465754,0.020205479452054795,0.02089041095890411,0.08664383561643836,0.012328767123287671,0.01643835616438356,0.041438356164383565,0.046917808219178084,0.0010273972602739725,0.010273972602739725,0.030821917808219176,0.022945205479452054,0.048287671232876715,0.055136986301369866,0.011986301369863013,0.0017123287671232876,0.03732876712328767,0.03904109589041096,0.07226027397260273,0.018835616438356163,0.012328767123287671,0.024315068493150686,0.0010273972602739725,0.019178082191780823,0.0010273972602739725
2575,ISTJ,I,S,T,J,0.05454087416551203,0.008313389595666961,0.015996976949237938,0.021791157576520972,0.08212621236931604,0.013099886635596423,0.015241214258722761,0.035646806902632576,0.043834236049880335,0.001007683587353571,0.0076835873535709785,0.02708149641012722,0.020027711298652225,0.04950245622874418,0.059453331653860686,0.012596044841919637,0.0007557626905151782,0.03627660914472856,0.04144098752991561,0.06776672124952765,0.02745937775538481,0.008061468698828568,0.013477767980854012,0.0017634462778687492,0.021917118024940167,0.0006298022420959819
2576,ISFP,I,S,F,P,0.058902096968078,0.01215440096166689,0.016294911179377588,0.02430880192333378,0.08988914117804193,0.013757179110458127,0.014558568184853746,0.03566181381060505,0.04941899292106318,0.003071991451849873,0.009082409509817016,0.028850006678242286,0.022438894083077334,0.04968612261252838,0.058501402430880194,0.016829170562308,0.0006678242286630158,0.037264591959396284,0.050086817149726195,0.06865233070655803,0.02390810738613597,0.007746761052490984,0.013089354881795112,0.0025377320689194604,0.01736342994523841,0.00013356484573260317
2577,INFP,I,N,F,P,0.054202778924198655,0.008391800797908928,0.014169762003026552,0.026826248452331822,0.08488100151327556,0.01705874260558536,0.015270326042096575,0.0400330169211721,0.04622368964094098,0.0011005640390700233,0.009767505846746457,0.031228504608611915,0.019259870683725408,0.051726509836291096,0.0587426055853625,0.010317787866281469,0.0009629935341862705,0.035905901774659514,0.04333470903838217,0.07112395102490027,0.020498005227679184,0.009354794332095198,0.015958178566515338,0.0013757050488375291,0.022974274315586737,0.00013757050488375291
2578,INTJ,I,N,T,J,0.060231288146482494,0.011082557018952778,0.014776742691937038,0.026019916479280435,0.07725666559588822,0.01092194025056216,0.016704143912624477,0.031159653067780277,0.049630581432701576,0.0017667844522968198,0.00915515579826534,0.031641503372952136,0.02039832958560874,0.052200449726951495,0.052682300032123354,0.013491808544812078,0.00032123353678124,0.03662062319306136,0.04111789270799872,0.06472855766141986,0.025859299710889818,0.0088339222614841,0.015579826533890138,0.00064246707356248,0.01782846129135882,0.00032123353678124
2579,INTJ,I,N,T,J,0.05806930168485747,0.011232383172618416,0.014517325421214368,0.02956448023736357,0.08053406803009432,0.012503973720462011,0.01642471124297976,0.03443891067076402,0.04079686340998199,0.0021193175797393237,0.009007099713892127,0.03062413902723323,0.02066334640245841,0.04832044081805659,0.056161915863092084,0.012398007841475045,0.0007417611529087634,0.03443891067076402,0.039313341104164456,0.06495708381901028,0.02066334640245841,0.006357952739217972,0.018332097064745152,0.0009536929108826958,0.01970965349157571,0.0005298293949348309
2580,ENFJ,E,N,F,J,0.05296881674498078,0.008009397693293464,0.01644596326356258,0.022319521571977786,0.09312259718069202,0.01794105083297736,0.013242204186245195,0.03630926954293037,0.04805638615976079,0.00149508756941478,0.007155061939342161,0.031610422896198205,0.021358393848782572,0.04698846646732166,0.05414352840666382,0.01270824434002563,0.0006407518154634772,0.03929944468175993,0.042716787697565144,0.069841947885519,0.01943613840239214,0.00854335753951303,0.014096539940196497,0.0019222554463904314,0.020290474156343444,0.00042716787697565144
2581,ISTP,I,S,T,P,0.05552508911434055,0.010419522895530574,0.017000274197970934,0.023032629558541268,0.08554976693172471,0.015080888401425829,0.014943789415958322,0.03386344941047436,0.048670139840965174,0.0026048807238826435,0.010145324924595559,0.03496024129421442,0.024129421442281328,0.048670139840965174,0.05621058404167809,0.014806690430490814,0.0009596928982725527,0.03509734027968193,0.04483136824787497,0.06964628461749384,0.02399232245681382,0.006854949273375377,0.013298601590348232,0.0008225939128050452,0.022072936660268713,0.0008225939128050452
2582,ISTP,I,S,T,P,0.05659050966608084,0.009666080843585237,0.018277680140597538,0.021441124780316345,0.08629173989455184,0.013532513181019333,0.013884007029876978,0.03866432337434095,0.046924428822495604,0.0022847100175746923,0.007557117750439367,0.027240773286467488,0.02038664323374341,0.04235500878734622,0.06432337434094904,0.01687170474516696,0.0005272407732864675,0.036555360281195076,0.04674868189806678,0.06660808435852372,0.03233743409490334,0.008787346221441126,0.011072056239015818,0.0015817223198594025,0.021441124780316345,0.00070298769771529
2583,INFP,I,N,F,P,0.05666410846763878,0.008569966743412637,0.017523663341007932,0.029930928626247123,0.08582757738552059,0.017267843438219493,0.019570222563315427,0.034791506779227425,0.05615246866206191,0.0017907393195190585,0.007930416986441546,0.028907649015093375,0.017907393195190587,0.05487336914811972,0.05832693783576362,0.01650038372985418,0.0005116398055768739,0.04105909439754413,0.04144282425172678,0.06817600409311844,0.02417498081350729,0.0072908672294704525,0.014965464313123561,0.0011511895625479663,0.019570222563315427,0.0007674597083653108
2584,ENFJ,E,N,F,J,0.05342657342657343,0.012867132867132867,0.013006993006993007,0.021398601398601398,0.08111888111888112,0.014125874125874125,0.016223776223776225,0.0393006993006993,0.04993006993006993,0.0006993006993006993,0.007272727272727273,0.027832167832167833,0.01804195804195804,0.053706293706293706,0.05944055944055944,0.012027972027972029,0.0002797202797202797,0.036783216783216784,0.04251748251748252,0.06629370629370629,0.02181818181818182,0.008671328671328672,0.013846153846153847,0.0025174825174825175,0.02027972027972028,0.0005594405594405594
2585,INFP,I,N,F,P,0.05102040816326531,0.010568513119533527,0.016277939747327504,0.02465986394557823,0.08843537414965986,0.015792031098153546,0.014820213799805637,0.03644314868804665,0.04689018464528669,0.001336248785228377,0.00923226433430515,0.03012633624878523,0.021501457725947522,0.04385325558794947,0.05806608357628766,0.013848396501457727,0.00048590864917395527,0.03923712342079689,0.04385325558794947,0.0640184645286686,0.023445092322643343,0.008989310009718173,0.017735665694849367,0.0023080660835762875,0.022108843537414966,0.001336248785228377
